Size,ID (mm),Cross Sect (mm)
M5X346,346.00ñ1.78,5.00ñ0.13
M5X347,347.00ñ1.78,5.00ñ0.13
M5X348,348.00ñ2.03,5.00ñ0.13
M5X349,349.00ñ2.03,5.00ñ0.13
M5X350,350.00ñ2.03,5.00ñ0.13
M5X351,351.00ñ2.03,5.00ñ0.13
M5X352,352.00ñ2.03,5.00ñ0.13
M5X353,353.00ñ2.03,5.00ñ0.13
M5X354,354.00ñ2.03,5.00ñ0.13
M5X355,355.00ñ2.03,5.00ñ0.13
M5X356,356.00ñ2.03,5.00ñ0.13
M5X357,357.00ñ2.03,5.00ñ0.13
M5X358,358.00ñ2.03,5.00ñ0.13
M5X359,359.00ñ2.03,5.00ñ0.13
M5X360,360.00ñ2.03,5.00ñ0.13
M5X361,361.00ñ2.03,5.00ñ0.13
M5X362,362.00ñ2.03,5.00ñ0.13
M5X363,363.00ñ2.03,5.00ñ0.13
M5X364,364.00ñ2.03,5.00ñ0.13
M5X365,365.00ñ2.03,5.00ñ0.13
M5X366,366.00ñ2.03,5.00ñ0.13
M5X367,367.00ñ2.03,5.00ñ0.13
M5X368,368.00ñ2.03,5.00ñ0.13
M5X369,369.00ñ2.03,5.00ñ0.13
M5X370,370.00ñ2.03,5.00ñ0.13
M5X371,371.00ñ2.03,5.00ñ0.13
M5X372,372.00ñ2.03,5.00ñ0.13
M5X373,373.00ñ2.03,5.00ñ0.13
M5X374,374.00ñ2.03,5.00ñ0.13
M5X375,375.00ñ2.03,5.00ñ0.13
M5X376,376.00ñ2.03,5.00ñ0.13
M5X377,377.00ñ2.03,5.00ñ0.13
M5X378,378.00ñ2.03,5.00ñ0.13
M5X379,379.00ñ2.03,5.00ñ0.13
M5X380,380.00ñ2.03,5.00ñ0.13
M5X381,381.00ñ2.03,5.00ñ0.13
M5X382,382.00ñ2.03,5.00ñ0.13
M5X383,383.00ñ2.03,5.00ñ0.13
M5X384,384.00ñ2.03,5.00ñ0.13
M5X385,385.00ñ2.03,5.00ñ0.13
M5X386,386.00ñ2.03,5.00ñ0.13
M5X387,387.00ñ2.03,5.00ñ0.13
M5X388,388.00ñ2.03,5.00ñ0.13
M5X389,389.00ñ2.03,5.00ñ0.13
M5X390,390.00ñ2.03,5.00ñ0.13
M5X391,391.00ñ2.03,5.00ñ0.13
M5X392,392.00ñ2.03,5.00ñ0.13
M5X393,393.00ñ2.03,5.00ñ0.13
M5X394,394.00ñ2.03,5.00ñ0.13
M5X395,395.00ñ2.03,5.00ñ0.13
M5X396,396.00ñ2.03,5.00ñ0.13
M5X397,397.00ñ2.03,5.00ñ0.13
M5X398,398.00ñ2.03,5.00ñ0.13
M5X399,399.00ñ2.03,5.00ñ0.13
M5X400,400.00ñ2.03,5.00ñ0.13
M5.3X40,40.00ñ0.36,5.30ñ0.13
M5.3X41.2,41.20ñ0.36,5.30ñ0.13
M5.3X41.4,41.40ñ0.36,5.30ñ0.13
M5.3X42.5,42.50ñ0.36,5.30ñ0.13
M5.3X43.7,43.70ñ0.41,5.30ñ0.13
M5.3X45,45.00ñ0.41,5.30ñ0.13
M5.3X46.2,46.20ñ0.41,5.30ñ0.13
M5.3X47.5,47.50ñ0.41,5.30ñ0.13
M5.3X48.7,48.70ñ0.41,5.30ñ0.13
M5.3X50,50.00ñ0.41,5.30ñ0.13
M5.3X51.5,51.50ñ0.46,5.30ñ0.13
M5.3X53,53.00ñ0.46,5.30ñ0.13
M5.3X54.4,54.40ñ0.46,5.30ñ0.13
M5.3X54.5,54.50ñ0.46,5.30ñ0.13
M5.3X56,56.00ñ0.46,5.30ñ0.13
M5.3X58,58.00ñ0.46,5.30ñ0.13
M5.3X60,60.00ñ0.51,5.30ñ0.13
M5.3X61.5,61.50ñ0.51,5.30ñ0.13
M5.3X63,63.00ñ0.51,5.30ñ0.13
M5.3X65,65.00ñ0.51,5.30ñ0.13
M5.3X67,67.00ñ0.56,5.30ñ0.13
M5.3X69,69.00ñ0.56,5.30ñ0.13
M5.3X71,71.00ñ0.56,5.30ñ0.13
M5.3X73,73.00ñ0.56,5.30ñ0.13
M5.3X75,75.00ñ0.61,5.30ñ0.13
M5.3X77.5,77.50ñ0.61,5.30ñ0.13
M5.3X80,80.00ñ0.61,5.30ñ0.13
M5.3X82.5,82.50ñ0.61,5.30ñ0.13
M5.3X85,85.00ñ0.66,5.30ñ0.13
M5.3X87.5,87.50ñ0.66,5.30ñ0.13
M5.3X90,90.00ñ0.66,5.30ñ0.13
M5.3X92.5,92.50ñ0.71,5.30ñ0.13
M5.3X95,95.00ñ0.71,5.30ñ0.13
M5.3X97.5,97.50ñ0.71,5.30ñ0.13
M5.3X100,100.00ñ0.71,5.30ñ0.13
M5.3X103,103.00ñ0.76,5.30ñ0.13
M5.3X106,106.00ñ0.76,5.30ñ0.13
M5.3X109,109.00ñ0.76,5.30ñ0.13
M5.3X112,112.00ñ0.76,5.30ñ0.13
M5.3X115,115.00ñ0.76,5.30ñ0.13
M5.3X118,118.00ñ0.89,5.30ñ0.13
M5.3X122,122.00ñ0.89,5.30ñ0.13
M5.3X125,125.00ñ0.89,5.30ñ0.13
M5.3X128,128.00ñ0.89,5.30ñ0.13
M5.3X132,132.00ñ0.89,5.30ñ0.13
M5.3X136,136.00ñ0.89,5.30ñ0.13
M5.3X140,140.00ñ0.89,5.30ñ0.13
M5.3X145,145.00ñ1.02,5.30ñ0.13
M5.3X150,150.00ñ1.02,5.30ñ0.13
M5.3X155,155.00ñ1.02,5.30ñ0.13
M5.3X160,160.00ñ1.02,5.30ñ0.13
M5.3X165,165.00ñ1.02,5.30ñ0.13
M5.3X170,170.00ñ1.14,5.30ñ0.13
M5.3X175,175.00ñ1.14,5.30ñ0.13
M5.3X180,180.00ñ1.14,5.30ñ0.13
M5.3X185,185.00ñ1.14,5.30ñ0.13
M5.3X190,190.00ñ1.14,5.30ñ0.13
M5.3X195,195.00ñ1.27,5.30ñ0.13
M5.3X200,200.00ñ1.27,5.30ñ0.13
M5.33X74.63,74.63ñ0.56,5.33ñ0.13
M5.33X79.73,79.73ñ0.61,5.33ñ0.13
M5.33X89.69,89.69ñ0.66,5.33ñ0.13
M5.33X100,100.00ñ0.71,5.33ñ0.13
M5.33X109.54,109.54ñ0.76,5.33ñ0.13
M5.33X117.48,117.48ñ0.89,5.33ñ0.13
M5.33X120.65,120.65ñ0.89,5.33ñ0.13
M5.33X123.83,123.83ñ0.89,5.33ñ0.13
M5.33X127,127.00ñ0.89,5.33ñ0.13
M5.33X130.18,130.18ñ0.89,5.33ñ0.13
M5.33X133.35,133.35ñ0.89,5.33ñ0.13
M5.33X136.53,136.53ñ0.89,5.33ñ0.13
M5.33X139.7,139.70ñ0.89,5.33ñ0.13
M5.33X142.88,142.88ñ1.02,5.33ñ0.13
M5.33X146.05,146.05ñ1.02,5.33ñ0.13
M5.33X149.23,149.23ñ1.02,5.33ñ0.13
M5.33X155,155.00ñ1.02,5.33ñ0.13
M5.33X161.3,161.30ñ1.02,5.33ñ0.13
M5.33X167.7,167.70ñ1.14,5.33ñ0.13
M5.33X174,174.00ñ1.14,5.33ñ0.13
M5.33X247.02,247.02ñ1.52,5.33ñ0.13
M5.7X44.2,44.20ñ0.41,5.70ñ0.15
M5.7X44.3,44.30ñ0.41,5.70ñ0.15
M5.7X45.3,45.30ñ0.41,5.70ñ0.15
M5.7X47.6,47.60ñ0.41,5.70ñ0.15
M5.7X49.2,49.20ñ0.41,5.70ñ0.15
M5.7X49.3,49.30ñ0.41,5.70ñ0.15
M5.7X49.6,49.60ñ0.41,5.70ñ0.15
M5.7X51.6,51.60ñ0.46,5.70ñ0.15
M5.7X52.3,52.30ñ0.46,5.70ñ0.15
M5.7X52.5,52.50ñ0.46,5.70ñ0.15
M5.7X52.6,52.60ñ0.46,5.70ñ0.15
M5.7X54.2,54.20ñ0.46,5.70ñ0.15
M5.7X54.3,54.30ñ0.46,5.70ñ0.15
M5.7X54.6,54.60ñ0.46,5.70ñ0.15
M5.7X55.3,55.30ñ0.46,5.70ñ0.15
M5.7X55.6,55.60ñ0.46,5.70ñ0.15
M5.7X57.6,57.60ñ0.46,5.70ñ0.15
M5.7X59.2,59.20ñ0.51,5.70ñ0.15
M5.7X59.3,59.30ñ0.51,5.70ñ0.15
M5.7X59.6,59.60ñ0.51,5.70ñ0.15
M5.7X59.7,59.70ñ0.51,5.70ñ0.15
M5.7X61.6,61.60ñ0.51,5.70ñ0.15
M5.7X62,62.00ñ0.51,5.70ñ0.15
M5.7X62.3,62.30ñ0.51,5.70ñ0.15
M5.7X62.6,62.60ñ0.51,5.70ñ0.15
M5.7X64,64.00ñ0.51,5.70ñ0.15
M5.7X64.2,64.20ñ0.51,5.70ñ0.15
M5.7X64.3,64.30ñ0.51,5.70ñ0.15
M5.7X64.6,64.60ñ0.51,5.70ñ0.15
M5.7X66.6,66.60ñ0.56,5.70ñ0.15
M5.7X69,69.00ñ0.56,5.70ñ0.15
M5.7X69.2,69.20ñ0.56,5.70ñ0.15
M5.7X69.3,69.30ñ0.56,5.70ñ0.15
M5.7X69.6,69.60ñ0.56,5.70ñ0.15
M5.7X70.6,70.60ñ0.56,5.70ñ0.15
M5.7X74,74.00ñ0.56,5.70ñ0.15
M5.7X74.2,74.20ñ0.56,5.70ñ0.15
M5.7X74.3,74.30ñ0.56,5.70ñ0.15
M5.7X74.6,74.60ñ0.56,5.70ñ0.15
M5.7X79,79.00ñ0.61,5.70ñ0.15
M5.7X79.2,79.20ñ0.61,5.70ñ0.15
M5.7X79.3,79.30ñ0.61,5.70ñ0.15
M5.7X79.6,79.60ñ0.61,5.70ñ0.15
M5.7X84,84.00ñ0.66,5.70ñ0.15
M5.7X84.1,84.10ñ0.66,5.70ñ0.15
M5.7X84.3,84.30ñ0.66,5.70ñ0.15
M5.7X84.6,84.60ñ0.66,5.70ñ0.15
M5.7X89,89.00ñ0.66,5.70ñ0.15
M5.7X89.1,89.10ñ0.66,5.70ñ0.15
M5.7X89.3,89.30ñ0.66,5.70ñ0.15
M5.7X89.6,89.60ñ0.66,5.70ñ0.15
M5.7X94,94.00ñ0.71,5.70ñ0.15
M5.7X94.1,94.10ñ0.71,5.70ñ0.15
M5.7X94.3,94.30ñ0.71,5.70ñ0.15
M5.7X94.6,94.60ñ0.71,5.70ñ0.15
M5.7X99,99.00ñ0.71,5.70ñ0.15
M5.7X99.1,99.10ñ0.71,5.70ñ0.15
M5.7X99.3,99.30ñ0.71,5.70ñ0.15
M5.7X99.6,99.60ñ0.71,5.70ñ0.15
M5.7X101.6,101.60ñ0.71,5.70ñ0.15
M5.7X104,104.00ñ0.76,5.70ñ0.15
M5.7X104.1,104.10ñ0.76,5.70ñ0.15
M5.7X104.3,104.30ñ0.76,5.70ñ0.15
M5.7X104.6,104.60ñ0.76,5.70ñ0.15
M5.7X109,109.00ñ0.76,5.70ñ0.15
M5.7X109.1,109.10ñ0.76,5.70ñ0.15
M5.7X109.3,109.30ñ0.76,5.70ñ0.15
M5.7X109.6,109.60ñ0.76,5.70ñ0.15
M5.7X111.6,111.60ñ0.76,5.70ñ0.15
M5.7X114,114.00ñ0.76,5.70ñ0.15
M5.7X114.3,114.30ñ0.76,5.70ñ0.15
M5.7X114.6,114.60ñ0.76,5.70ñ0.15
M5.7X119,119.00ñ0.89,5.70ñ0.15
M5.7X119.3,119.30ñ0.89,5.70ñ0.15
M5.7X119.6,119.60ñ0.89,5.70ñ0.15
M5.7X124,124.00ñ0.89,5.70ñ0.15
M5.7X124.3,124.30ñ0.89,5.70ñ0.15
M5.7X124.6,124.60ñ0.89,5.70ñ0.15
M5.7X129.3,129.30ñ0.89,5.70ñ0.15
M5.7X129.6,129.60ñ0.89,5.70ñ0.15
M5.7X131.6,131.60ñ0.89,5.70ñ0.15
M5.7X134.3,134.30ñ0.89,5.70ñ0.15
M5.7X134.6,134.60ñ0.89,5.70ñ0.15
M5.7X139.3,139.30ñ0.89,5.70ñ0.15
M5.7X139.6,139.60ñ0.89,5.70ñ0.15
M5.7X144.3,144.30ñ1.02,5.70ñ0.15
M5.7X144.6,144.60ñ1.02,5.70ñ0.15
M5.7X149.3,149.30ñ1.02,5.70ñ0.15
M5.7X149.6,149.60ñ1.02,5.70ñ0.15
M5.7X154.3,154.30ñ1.02,5.70ñ0.15
M5.7X159.3,159.30ñ1.02,5.70ñ0.15
M5.7X164.3,164.30ñ1.02,5.70ñ0.15
M5.7X169.3,169.30ñ1.14,5.70ñ0.15
M5.7X174.3,174.30ñ1.14,5.70ñ0.15
M5.7X179.3,179.30ñ1.14,5.70ñ0.15
M5.7X184.3,184.30ñ1.14,5.70ñ0.15
M5.7X189.3,189.30ñ1.14,5.70ñ0.15
M5.7X194.3,194.30ñ1.27,5.70ñ0.15
M5.7X199.3,199.30ñ1.27,5.70ñ0.15
M5.7X209.3,209.30ñ1.27,5.70ñ0.15
M5.7X219.3,219.30ñ1.40,5.70ñ0.15
M5.7X229.3,229.30ñ1.40,5.70ñ0.15
M5.7X239.3,239.30ñ1.40,5.70ñ0.15
M5.7X249.3,249.30ñ1.52,5.70ñ0.15
M5.7X259.3,259.30ñ1.52,5.70ñ0.15
M5.7X269.3,269.30ñ1.52,5.70ñ0.15
M5.7X279.3,279.30ñ1.52,5.70ñ0.15
M5.7X289.3,289.30ñ1.52,5.70ñ0.15
M5.7X299.3,299.30ñ1.78,5.70ñ0.15
M5.7X319.3,319.30ñ1.78,5.70ñ0.15
M5.7X329.3,329.30ñ1.78,5.70ñ0.15
M5.7X339.3,339.30ñ1.78,5.70ñ0.15
M5.7X359.3,359.30ñ2.03,5.70ñ0.15
M5.7X379.3,379.30ñ2.03,5.70ñ0.15
M5.7X399.3,399.30ñ2.03,5.70ñ0.15
M5.7X419.3,419.30ñ2.29,5.70ñ0.15
M5.7X439.3,439.30ñ2.29,5.70ñ0.15
M5.7X459.3,459.30ñ2.29,5.70ñ0.15
M5.7X479.3,479.30ñ2.54,5.70ñ0.15
M5.7X499.3,499.30ñ2.54,5.70ñ0.15
M6X6,6.00ñ0.13,6.00ñ0.15
M6X7,7.00ñ0.13,6.00ñ0.15
M6X9,9.00ñ0.13,6.00ñ0.15
M6X10,10.00ñ0.13,6.00ñ0.15
M6X11,11.00ñ0.13,6.00ñ0.15
M6X12,12.00ñ0.15,6.00ñ0.15
M6X13,13.00ñ0.15,6.00ñ0.15
M6X14,14.00ñ0.15,6.00ñ0.15
M6X15,15.00ñ0.18,6.00ñ0.15
M6X16,16.00ñ0.18,6.00ñ0.15
M6X18,18.00ñ0.20,6.00ñ0.15
M6X19,19.00ñ0.20,6.00ñ0.15
M6X19.5,19.50ñ0.20,6.00ñ0.15
M6X20,20.00ñ0.20,6.00ñ0.15
M6X21,21.00ñ0.23,6.00ñ0.15
M6X22,22.00ñ0.23,6.00ñ0.15
M6X23,23.00ñ0.23,6.00ñ0.15
M6X23.5,23.50ñ0.23,6.00ñ0.15
M6X24,24.00ñ0.25,6.00ñ0.15
M6X25,25.00ñ0.25,6.00ñ0.15
M6X26,26.00ñ0.25,6.00ñ0.15
M6X27,27.00ñ0.25,6.00ñ0.15
M6X28,28.00ñ0.25,6.00ñ0.15
M6X29,29.00ñ0.30,6.00ñ0.15
M6X30,30.00ñ0.30,6.00ñ0.15
M6X31,31.00ñ0.30,6.00ñ0.15
M6X32,32.00ñ0.30,6.00ñ0.15
M6X33,33.00ñ0.30,6.00ñ0.15
M6X34,34.00ñ0.30,6.00ñ0.15
M6X35,35.00ñ0.30,6.00ñ0.15
M6X36,36.00ñ0.36,6.00ñ0.15
M6X37,37.00ñ0.36,6.00ñ0.15
M6X38,38.00ñ0.36,6.00ñ0.15
M6X39,39.00ñ0.36,6.00ñ0.15
M6X39.5,39.50ñ0.36,6.00ñ0.15
M6X40,40.00ñ0.36,6.00ñ0.15
M6X41,41.00ñ0.36,6.00ñ0.15
M6X41.5,41.50ñ0.36,6.00ñ0.15
M6X42,42.00ñ0.36,6.00ñ0.15
M6X43,43.00ñ0.36,6.00ñ0.15
M6X44,44.00ñ0.41,6.00ñ0.15
M6X44.5,44.50ñ0.41,6.00ñ0.15
M6X45,45.00ñ0.41,6.00ñ0.15
M6X46,46.00ñ0.41,6.00ñ0.15
M6X47,47.00ñ0.41,6.00ñ0.15
M6X48,48.00ñ0.41,6.00ñ0.15
M6X49,49.00ñ0.41,6.00ñ0.15
M6X50,50.00ñ0.41,6.00ñ0.15
M6X51,51.00ñ0.46,6.00ñ0.15
M6X52,52.00ñ0.46,6.00ñ0.15
M6X53,53.00ñ0.46,6.00ñ0.15
M6X54,54.00ñ0.46,6.00ñ0.15
M6X55,55.00ñ0.46,6.00ñ0.15
M6X56,56.00ñ0.46,6.00ñ0.15
M6X57,57.00ñ0.46,6.00ñ0.15
M6X58,58.00ñ0.46,6.00ñ0.15
M6X59.5,59.50ñ0.51,6.00ñ0.15
M6X60,60.00ñ0.51,6.00ñ0.15
M6X61,61.00ñ0.51,6.00ñ0.15
M6X62,62.00ñ0.51,6.00ñ0.15
M6X63,63.00ñ0.51,6.00ñ0.15
M6X64,64.00ñ0.51,6.00ñ0.15
M6X65,65.00ñ0.51,6.00ñ0.15
M6X66,66.00ñ0.51,6.00ñ0.15
M6X67,67.00ñ0.56,6.00ñ0.15
M6X68,68.00ñ0.56,6.00ñ0.15
M6X69,69.00ñ0.56,6.00ñ0.15
M6X70,70.00ñ0.56,6.00ñ0.15
M6X72,72.00ñ0.56,6.00ñ0.15
M6X73,73.00ñ0.56,6.00ñ0.15
M6X74,74.00ñ0.56,6.00ñ0.15
M6X75,75.00ñ0.61,6.00ñ0.15
M6X76,76.00ñ0.61,6.00ñ0.15
M6X78,78.00ñ0.61,6.00ñ0.15
M6X78.5,78.50ñ0.61,6.00ñ0.15
M6X79,79.00ñ0.61,6.00ñ0.15
M6X80,80.00ñ0.61,6.00ñ0.15
M6X81,81.00ñ0.61,6.00ñ0.15
M6X81.5,81.50ñ0.61,6.00ñ0.15
M6X84,84.00ñ0.66,6.00ñ0.15
M6X85,85.00ñ0.66,6.00ñ0.15
M6X86,86.00ñ0.66,6.00ñ0.15
M6X88,88.00ñ0.66,6.00ñ0.15
M6X90,90.00ñ0.66,6.00ñ0.15
M6X92,92.00ñ0.66,6.00ñ0.15
M6X93,93.00ñ0.71,6.00ñ0.15
M6X95,95.00ñ0.71,6.00ñ0.15
M6X96,96.00ñ0.71,6.00ñ0.15
M6X98,98.00ñ0.71,6.00ñ0.15
M6X99,99.00ñ0.71,6.00ñ0.15
M6X100,100.00ñ0.71,6.00ñ0.15
M6X101,101.00ñ0.71,6.00ñ0.15
M6X103,103.00ñ0.76,6.00ñ0.15
M6X104,104.00ñ0.76,6.00ñ0.15
M6X104.5,104.50ñ0.76,6.00ñ0.15
M6X105,105.00ñ0.76,6.00ñ0.15
M6X106,106.00ñ0.76,6.00ñ0.15
M6X108,108.00ñ0.76,6.00ñ0.15
M6X110,110.00ñ0.76,6.00ñ0.15
M6X111,111.00ñ0.76,6.00ñ0.15
M6X112,112.00ñ0.76,6.00ñ0.15
M6X114,114.00ñ0.76,6.00ñ0.15
M6X115,115.00ñ0.76,6.00ñ0.15
M6X118,118.00ñ0.89,6.00ñ0.15
M6X120,120.00ñ0.89,6.00ñ0.15
M6X122,122.00ñ0.89,6.00ñ0.15
M6X123,123.00ñ0.89,6.00ñ0.15
M6X124,124.00ñ0.89,6.00ñ0.15
M6X125,125.00ñ0.89,6.00ñ0.15
M6X128,128.00ñ0.89,6.00ñ0.15
M6X130,130.00ñ0.89,6.00ñ0.15
M6X132,132.00ñ0.89,6.00ñ0.15
M6X134,134.00ñ0.89,6.00ñ0.15
M6X135,135.00ñ0.89,6.00ñ0.15
M6X136,136.00ñ0.89,6.00ñ0.15
M6X138,138.00ñ0.89,6.00ñ0.15
M6X139.2,139.20ñ0.89,6.00ñ0.15
M6X140,140.00ñ0.89,6.00ñ0.15
M6X142,142.00ñ1.02,6.00ñ0.15
M6X145,145.00ñ1.02,6.00ñ0.15
M6X146,146.00ñ1.02,6.00ñ0.15
M6X148,148.00ñ1.02,6.00ñ0.15
M6X150,150.00ñ1.02,6.00ñ0.15
M6X153,153.00ñ1.02,6.00ñ0.15
M6X154,154.00ñ1.02,6.00ñ0.15
M6X155,155.00ñ1.02,6.00ñ0.15
M6X155.5,155.50ñ1.02,6.00ñ0.15
M6X156,156.00ñ1.02,6.00ñ0.15
M6X157,157.00ñ1.02,6.00ñ0.15
M6X158,158.00ñ1.02,6.00ñ0.15
M6X159,159.00ñ1.02,6.00ñ0.15
M6X160,160.00ñ1.02,6.00ñ0.15
M6X162,162.00ñ1.02,6.00ñ0.15
M6X165,165.00ñ1.02,6.00ñ0.15
M6X166,166.00ñ1.02,6.00ñ0.15
M6X169,169.00ñ1.14,6.00ñ0.15
M6X170,170.00ñ1.14,6.00ñ0.15
M6X172,172.00ñ1.14,6.00ñ0.15
M6X175,175.00ñ1.14,6.00ñ0.15
M6X176,176.00ñ1.14,6.00ñ0.15
M6X180,180.00ñ1.14,6.00ñ0.15
M6X182,182.00ñ1.14,6.00ñ0.15
M6X184,184.00ñ1.14,6.00ñ0.15
M6X185,185.00ñ1.14,6.00ñ0.15
M6X188,188.00ñ1.14,6.00ñ0.15
M6X190,190.00ñ1.14,6.00ñ0.15
M6X191.2,191.20ñ1.14,6.00ñ0.15
M6X193,193.00ñ1.27,6.00ñ0.15
M6X195,195.00ñ1.27,6.00ñ0.15
M6X196,196.00ñ1.27,6.00ñ0.15
M6X198,198.00ñ1.27,6.00ñ0.15
M6X200,200.00ñ1.27,6.00ñ0.15
M6X201,201.00ñ1.27,6.00ñ0.15
M6X202,202.00ñ1.27,6.00ñ0.15
M6X203,203.00ñ1.27,6.00ñ0.15
M6X203.5,203.50ñ1.27,6.00ñ0.15
M6X204,204.00ñ1.27,6.00ñ0.15
M6X205,205.00ñ1.27,6.00ñ0.15
M6X208,208.00ñ1.27,6.00ñ0.15
M6X210,210.00ñ1.27,6.00ñ0.15
M6X212,212.00ñ1.27,6.00ñ0.15
M6X215,215.00ñ1.27,6.00ñ0.15
M6X216,216.00ñ1.27,6.00ñ0.15
M6X217,217.00ñ1.27,6.00ñ0.15
M6X218,218.00ñ1.27,6.00ñ0.15
M6X220,220.00ñ1.40,6.00ñ0.15
M6X221,221.00ñ1.40,6.00ñ0.15
M6X225,225.00ñ1.40,6.00ñ0.15
M6X226,226.00ñ1.40,6.00ñ0.15
M6X229,229.00ñ1.40,6.00ñ0.15
M6X230,230.00ñ1.40,6.00ñ0.15
M6X235,235.00ñ1.40,6.00ñ0.15
M6X236,236.00ñ1.40,6.00ñ0.15
M6X237,237.00ñ1.40,6.00ñ0.15
M6X237.5,237.50ñ1.40,6.00ñ0.15
M6X238,238.00ñ1.40,6.00ñ0.15
M6X240,240.00ñ1.40,6.00ñ0.15
M6X242,242.00ñ1.40,6.00ñ0.15
M6X244,244.00ñ1.40,6.00ñ0.15
M6X247,247.00ñ1.52,6.00ñ0.15
M6X249,249.00ñ1.52,6.00ñ0.15
M6X250,250.00ñ1.52,6.00ñ0.15
M6X258,258.00ñ1.52,6.00ñ0.15
M6X259,259.00ñ1.52,6.00ñ0.15
M6X260,260.00ñ1.52,6.00ñ0.15
M6X262,262.00ñ1.52,6.00ñ0.15
M6X265,265.00ñ1.52,6.00ñ0.15
M6X266,266.00ñ1.52,6.00ñ0.15
M6X270,270.00ñ1.52,6.00ñ0.15
M6X278,278.00ñ1.52,6.00ñ0.15
M6X280,280.00ñ1.52,6.00ñ0.15
M6X284,284.00ñ1.52,6.00ñ0.15
M6X285,285.00ñ1.52,6.00ñ0.15
M6X288,288.00ñ1.52,6.00ñ0.15
M6X290,290.00ñ1.78,6.00ñ0.15
M6X294,294.00ñ1.78,6.00ñ0.15
M6X295,295.00ñ1.78,6.00ñ0.15
M6X300,300.00ñ1.78,6.00ñ0.15
M6X301,301.00ñ1.78,6.00ñ0.15
M6X305,305.00ñ1.78,6.00ñ0.15
M6X310,310.00ñ1.78,6.00ñ0.15
M6X311,311.00ñ1.78,6.00ñ0.15
M6X315,315.00ñ1.78,6.00ñ0.15
M6X320,320.00ñ1.78,6.00ñ0.15
M6X324,324.00ñ1.78,6.00ñ0.15
M6X325,325.00ñ1.78,6.00ñ0.15
M6X330,330.00ñ1.78,6.00ñ0.15
M6X333,333.00ñ1.78,6.00ñ0.15
M6X335,335.00ñ1.78,6.00ñ0.15
M6X338,338.00ñ1.78,6.00ñ0.15
M6X340,340.00ñ1.78,6.00ñ0.15
M6X345,345.00ñ1.78,6.00ñ0.15
M6X348,348.00ñ2.03,6.00ñ0.15
M6X350,350.00ñ2.03,6.00ñ0.15
M6X355,355.00ñ2.03,6.00ñ0.15
M6X358,358.00ñ2.03,6.00ñ0.15
M6X360,360.00ñ2.03,6.00ñ0.15
M6X365,365.00ñ2.03,6.00ñ0.15
M6X368,368.00ñ2.03,6.00ñ0.15
M6X370,370.00ñ2.03,6.00ñ0.15
M6X375,375.00ñ2.03,6.00ñ0.15
M6X376,376.00ñ2.03,6.00ñ0.15
M6X380,380.00ñ2.03,6.00ñ0.15
M6X385,385.00ñ2.03,6.00ñ0.15
M6X386,386.00ñ2.03,6.00ñ0.15
M6X388,388.00ñ2.03,6.00ñ0.15
M6X389,389.00ñ2.03,6.00ñ0.15
M6X390,390.00ñ2.03,6.00ñ0.15
M6X392,392.00ñ2.03,6.00ñ0.15
M6X394,394.00ñ2.03,6.00ñ0.15
M6X395,395.00ñ2.03,6.00ñ0.15
M6X398,398.00ñ2.03,6.00ñ0.15
M6X400,400.00ñ2.03,6.00ñ0.15
M6X415,415.00ñ2.29,6.00ñ0.15
M6X422,422.00ñ2.29,6.00ñ0.15
M6X429,429.00ñ2.29,6.00ñ0.15
M6X446,446.00ñ2.29,6.00ñ0.15
M6X448,448.00ñ2.29,6.00ñ0.15
M6X450,450.00ñ2.29,6.00ñ0.15
M6X453,453.00ñ2.29,6.00ñ0.15
M6X470,470.00ñ2.29,6.00ñ0.15
M6X478,478.00ñ2.54,6.00ñ0.15
M6X480,480.00ñ2.54,6.00ñ0.15
M6X483,483.00ñ2.54,6.00ñ0.15
M6X486,486.00ñ2.54,6.00ñ0.15
M6X489,489.00ñ2.54,6.00ñ0.15
M6X500,500.00ñ2.54,6.00ñ0.15
M6X504,504.00ñ2.54,6.00ñ0.15
M6X505,505.00ñ2.54,6.00ñ0.15
M6X508,508.00ñ2.54,6.00ñ0.15
M6X510,510.00ñ2.54,6.00ñ0.15
M6X516,516.00ñ2.54,6.00ñ0.15
M6X530,530.00ñ2.54,6.00ñ0.15
M6X540,540.00ñ2.54,6.00ñ0.15
M6X544,544.00ñ2.54,6.00ñ0.15
M6X549,549.00ñ2.54,6.00ñ0.15
M6X552,552.00ñ2.54,6.00ñ0.15
M6X555,555.00ñ2.54,6.00ñ0.15
M6X560,560.00ñ2.54,6.00ñ0.15
M6X569,569.00ñ2.54,6.00ñ0.15
M6X575,575.00ñ3.05,6.00ñ0.15
M6X579,579.00ñ3.05,6.00ñ0.15
M6.99X114.7,114.70ñ0.76,6.99ñ0.15
M6.99X124.6,124.60ñ0.89,6.99ñ0.15
M6.99X134.5,134.50ñ0.89,6.99ñ0.15
M6.99X155.6,155.60ñ1.02,6.99ñ0.15
M6.99X159.5,159.50ñ1.02,6.99ñ0.15
M6.99X161.9,161.90ñ1.02,6.99ñ0.15
M6.99X166.7,166.70ñ1.14,6.99ñ0.15
M6.99X168.3,168.30ñ1.14,6.99ñ0.15
M6.99X174.6,174.60ñ1.14,6.99ñ0.15
M6.99X181,181.00ñ1.14,6.99ñ0.15
M6.99X187.3,187.30ñ1.14,6.99ñ0.15
M6.99X193.7,193.70ñ1.27,6.99ñ0.15
